1995,2560,4190,44508,64334,12.7
1996,2172,4128,39037,56894,15
1997,1731,3792,28069,52870,7.5
1998,1470,3769,23400,51360,8.9
1999,919,3182,18735,45080,16.7
2000,806,2937,18288,43879,11
2001,957,3119,18111,44815,11.9
2002,806,2937,18288,43879,14.1
2003,783,2966,17900,43150,11.9
2004,1065,3038,18554,43611,14.5
2005,929,2888,21515,45150,11.5
2006,956,2519,26092,44424,13.5
2007,1011,2633,26324,43459,18.85
2008,974,2505,27522,42969,22
